"Datasources","End DateTime","Process Description","Queue DateTime","Start DateTime","Status","Catalog","Category","Classification Name","Column Name","Comments","Confidence score","DB Name","Data-Source Name","Data-Source Type","Data-Source URL","Full Datasource Description","Host","Port","Rule Description","Schema","Service Name","Table Name"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC SourceImage (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC SourceImage (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC SourceImageTempPath (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC SourceImageTempPath (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC Target Image Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC Target Image Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC TargetImage (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC TargetImage (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC User Agent (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC User Agent (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Events per Second Coalesced - Average 1 Min (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Events per Second Coalesced - Average 1 Min (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Events per Second Raw - Average 1 Min (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Events per Second Raw - Average 1 Min (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Flows per Second - Average 15 Min (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Flows per Second - Average 15 Min (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Message (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Message (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","MessageID (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events MessageID (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","SourceImage (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events SourceImage (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Storage Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Storage Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Target Image Name (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Target Image Name (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","TargetImage (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events TargetImage (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: age
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%AGE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","age","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Storage Date","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Storage Date
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: date
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%DATE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","date","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Log Source Date","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Log Source Date
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: date
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%DATE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","date","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Start Date","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Start Date
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: date
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%DATE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","date","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC Birth Date (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC Birth Date (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: date
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%DATE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","date","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Thycotic Date_Time (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Thycotic Date_Time (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: date
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%DATE%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","date","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","EC Birth Date (custom)","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events EC Birth Date (custom)
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: birth
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%BIRTH%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","birth","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Destination Asset Name","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Destination Asset Name
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Source Asset Name","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Source Asset Name
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Event Name","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Event Name
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Identity Username","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Identity Username
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Identity Host Name","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Identity Host Name
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Identity Net Bios Name","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Identity Net Bios Name
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Identity Group Name","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Identity Group Name
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
"MS SQL SERVER MSSQL","2024-04-09 15:38:15","	-DemoDiscovery","2024-04-09 15:38:06","2024-04-09 15:38:12","COMPLETED","GDP","GDPR","GDPR","Username","Date: 2024-04-09 15:38:13
Datasource: MS SQL SERVER 10.221.192.30: 53083 GDP 
Object: GDP.dbo.events Username
Category: 'GDPR' Classification: 'GDPR' Comprehensive: true
Rule: Catalog Search: name
TABLE_TYPE='TABLE', COLUMN_NAME_LIKE='%NAME%'
Action: Add to Group of Objects: Add to GDPR sensitive objects
Add Member Type='NAMEONLY', Replace Group Content='false', Object Group='GDPR Personal Data Sensitive Objects'","","GDP ","MSSQL ","MS SQL SERVER ","jdbc:guardium:sqlserver://10.221.192.30:53083;DatabaseName=GDP;CryptoProtocolVersion=TLSv1,TLSv1.1,TLSv1.2","MSSQL : MS SQL SERVER : 10.221.192.30 :  : GDP : 53083 :","10.221.192.30 ","53083 ","name","dbo","","events"
